evaluation_split,record_id,source_image,noise_level,error_types,changed_fields,product_count,gt_seller_company_name,noisy_seller_company_name,gt_seller_vat_no,noisy_seller_vat_no,gt_seller_address,noisy_seller_address,gt_buyer_company_name,noisy_buyer_company_name,gt_buyer_name,noisy_buyer_name,gt_buyer_country,noisy_buyer_country,gt_buyer_address,noisy_buyer_address,gt_invoice_number,noisy_invoice_number,gt_invoice_date,noisy_invoice_date,gt_payment_sub_total,noisy_payment_sub_total,gt_payment_discount_amount,noisy_payment_discount_amount,gt_payment_discount_percentage,noisy_payment_discount_percentage,gt_payment_due,noisy_payment_due,gt_payment_total,noisy_payment_total,gt_products_json,noisy_products_json
validation,6262,60261.png,low,decimal_rounding|missing_character|small_amount_delta,products.0.unit_price|seller.address|products.0.quantity,1,,,,,"921 Newman Stream Apt. 095 New Whitney, WV 50120","921 Nwman Stream Apt. 095 New Whitney, WV 50120",,,,,,,"50163 Nicole Trail Florestown, WY 20571","50163 Nicole Trail Florestown, WY 20571",1880-4501,1880-4501,02.10.2022,02.10.2022,,,,,,,,,333.21,333.21,"[{""amount"": 430.03, ""description"": ""empower cutting-edge e-business"", ""quantity"": 7.51, ""reference"": ""rv-974"", ""unit_price"": 10.6}]","[{""amount"": 430.03, ""description"": ""empower cutting-edge e-business"", ""quantity"": 9.63, ""reference"": ""rv-974"", ""unit_price"": 11.0}]"
test,6267,60266.png,high,product_description_replace|decimal_rounding|digit_transposition|case_variation|missing_character|date_offset|small_amount_delta|extra_space|ocr_char_confusion,products.0.description|products.0.quantity|products.0.unit_price|buyer.address|invoice.number|invoice.date|payment.total|seller.address,1,,,,,"8482 Richard Mountain Apt. 778 East Nicoleside, OK 63162","8482 Richard Mountain Apt. 77B East Nicoleside, OK 63162",,,,,,,"9381 Donna Corners Josephchester, DC 24247","9381 donna corners josephchester, dc 24247",5970-9508,5970-508,23.11.2009,20.11.2009,,,,,,,,,176.0,176.02,"[{""amount"": 88.14, ""description"": ""architect real-time solutions"", ""quantity"": 2.12, ""reference"": ""mb-597"", ""unit_price"": 20.7}]","[{""amount"": 88.14, ""description"": ""st rategize compelling experiences"", ""quantity"": 2.1, ""reference"": ""mb-597"", ""unit_price"": 2.7}]"
test,6270,60269.png,low,missing_character,products.1.description,5,,,,,"29169 Snyder Rue Jennyburgh, PA 81942","29169 Snyder Rue Jennyburgh, PA 81942",,,,,,,"1269 Dillon Mountain South Ronald, IN 25989","1269 Dillon Mountain South Ronald, IN 25989",8793-4554,8793-4554,25.10.2007,25.10.2007,,,,,,,,,472.07,472.07,"[{""amount"": 260.87, ""description"": ""orchestrate synergistic schemas"", ""quantity"": 5.98, ""reference"": ""to-447"", ""unit_price"": 99.44}, {""amount"": 391.52, ""description"": ""seize distributed info-mediaries"", ""quantity"": 4.72, ""reference"": ""ql-891"", ""unit_price"": 51.88}, {""amount"": 351.19, ""description"": ""exploit end-to-end paradigms"", ""quantity"": 9.63, ""reference"": ""Bc-403"", ""unit_price"": 97.24}, {""amount"": 307.31, ""description"": ""harness virtual web-readiness"", ""quantity"": 9.87, ""reference"": ""VX-032"", ""unit_price"": 57.18}, {""amount"": 327.7, ""description"": ""utilize visionary vortals"", ""quantity"": 6.71, ""reference"": ""so-361"", ""unit_price"": 90.01}]","[{""amount"": 260.87, ""description"": ""orchestrate synergistic schemas"", ""quantity"": 5.98, ""reference"": ""to-447"", ""unit_price"": 99.44}, {""amount"": 391.52, ""description"": ""seize distributed info-mediarie"", ""quantity"": 4.72, ""reference"": ""ql-891"", ""unit_price"": 51.88}, {""amount"": 351.19, ""description"": ""exploit end-to-end paradigms"", ""quantity"": 9.63, ""reference"": ""Bc-403"", ""unit_price"": 97.24}, {""amount"": 307.31, ""description"": ""harness virtual web-readiness"", ""quantity"": 9.87, ""reference"": ""VX-032"", ""unit_price"": 57.18}, {""amount"": 327.7, ""description"": ""utilize visionary vortals"", ""quantity"": 6.71, ""reference"": ""so-361"", ""unit_price"": 90.01}]"
validation,6275,60274.png,low,product_description_shuffle,products.0.description|products.1.description|products.2.description|products.3.description,4,,,,,"93711 Ramos Square Richardstad, KY 18701","93711 Ramos Square Richardstad, KY 18701",,,,,,,"2297 Sarah Way Suite 624 South Wendymouth, IN 00865","2297 Sarah Way Suite 624 South Wendymouth, IN 00865",1306-1549,1306-1549,09.08.1999,09.08.1999,,,,,,,,,785.38,785.38,"[{""amount"": 25.46, ""description"": ""enhance plug-and-play metrics"", ""quantity"": 4.62, ""reference"": ""zy-956"", ""unit_price"": 74.1}, {""amount"": 325.32, ""description"": ""expedite value-added mindshare"", ""quantity"": 6.28, ""reference"": ""Pv-240"", ""unit_price"": 87.33}, {""amount"": 476.95, ""description"": ""integrate killer systems"", ""quantity"": 5.39, ""reference"": ""zh-160"", ""unit_price"": 84.71}, {""amount"": 213.51, ""description"": ""incubate bleeding-edge experiences"", ""quantity"": 8.71, ""reference"": ""hg-214"", ""unit_price"": 99.95}]","[{""amount"": 25.46, ""description"": ""enhance plug-and-play metrics"", ""quantity"": 4.62, ""reference"": ""zy-956"", ""unit_price"": 74.1}, {""amount"": 325.32, ""description"": ""integrate killer systems"", ""quantity"": 6.28, ""reference"": ""Pv-240"", ""unit_price"": 87.33}, {""amount"": 476.95, ""description"": ""incubate bleeding-edge experiences"", ""quantity"": 5.39, ""reference"": ""zh-160"", ""unit_price"": 84.71}, {""amount"": 213.51, ""description"": ""expedite value-added mindshare"", ""quantity"": 8.71, ""reference"": ""hg-214"", ""unit_price"": 99.95}]"
validation,6278,60277.png,medium,product_description_replace|product_description_shuffle,products.1.description|products.0.description|products.2.description|products.3.description|products.4.description,5,,,,,"8122 Pamela Lock Apt. 909 New Stephenview, IL 97507","8122 Pamela Lock Apt. 909 New Stephenview, IL 97507",,,,,,,"52726 Smith Drive Scottborough, MO 66844","52726 Smith Drive Scottborough, MO 66844",1399-8654,1399-8654,26.12.1992,26.12.1992,,,,,,,,,179.88,179.88,"[{""amount"": 74.48, ""description"": ""visualize holistic mindshare"", ""quantity"": 3.84, ""reference"": ""zv-113"", ""unit_price"": 18.89}, {""amount"": 280.14, ""description"": ""re-contextualize vertical experiences"", ""quantity"": 6.37, ""reference"": ""Ld-220"", ""unit_price"": 21.73}, {""amount"": 135.83, ""description"": ""monetize holistic eyeballs"", ""quantity"": 4.19, ""reference"": ""NP-972"", ""unit_price"": 56.89}, {""amount"": 285.36, ""description"": ""optimize e-business action-items"", ""quantity"": 9.21, ""reference"": ""Pi-112"", ""unit_price"": 79.84}, {""amount"": 72.44, ""description"": ""harness revolutionary e-markets"", ""quantity"": 4.12, ""reference"": ""nf-458"", ""unit_price"": 87.41}]","[{""amount"": 74.48, ""description"": ""harness revolutionary e-markets"", ""quantity"": 3.84, ""reference"": ""zv-113"", ""unit_price"": 18.89}, {""amount"": 280.14, ""description"": ""optimize e-business action-items"", ""quantity"": 6.37, ""reference"": ""Ld-220"", ""unit_price"": 21.73}, {""amount"": 135.83, ""description"": ""visualize holistic mindshare"", ""quantity"": 4.19, ""reference"": ""NP-972"", ""unit_price"": 56.89}, {""amount"": 285.36, ""description"": ""monetize holistic eyeballs"", ""quantity"": 9.21, ""reference"": ""Pi-112"", ""unit_price"": 79.84}, {""amount"": 72.44, ""description"": ""re-contextualize sticky e-markets"", ""quantity"": 4.12, ""reference"": ""nf-458"", ""unit_price"": 87.41}]"
validation,6286,60285.png,low,digit_transposition|extra_space,payment.total|buyer.address,2,,,,,Unit 9597 Box 0867 DPO AP 71334,Unit 9597 Box 0867 DPO AP 71334,,,,,,,"39362 Parks Loop Suite 262 Jenniferview, TX 28431","393 62 Parks Loop Suite 262 Jenniferview, TX 28431",5683-3316,5683-3316,05.10.2019,05.10.2019,,,,,,,,,515.28,515.82,"[{""amount"": 343.66, ""description"": ""scale integrated communities"", ""quantity"": 2.73, ""reference"": ""va-057"", ""unit_price"": 90.68}, {""amount"": 136.62, ""description"": ""visualize next-generation synergies"", ""quantity"": 2.71, ""reference"": ""sy-835"", ""unit_price"": 38.74}]","[{""amount"": 343.66, ""description"": ""scale integrated communities"", ""quantity"": 2.73, ""reference"": ""va-057"", ""unit_price"": 90.68}, {""amount"": 136.62, ""description"": ""visualize next-generation synergies"", ""quantity"": 2.71, ""reference"": ""sy-835"", ""unit_price"": 38.74}]"
validation,6290,60289.png,high,missing_character|small_amount_delta|small_amount_delta|decimal_rounding|extra_space|missing_character|transposed_characters|extra_space|decimal_rounding,buyer.address|payment.total|products.0.unit_price|products.0.quantity|products.1.description|invoice.number|seller.address|products.0.description|products.1.quantity,2,,,,,"33336 Gina Corner Suite 279 New Anthony, WA 38532","33336 Gina Corenr Suite 279 New Anthony, WA 38532",,,,,,,"194 Nelson Plains Lopezmouth, OK 47341","194 Nelson Plains Loezmouth, OK 47341",5107-0008,5107-008,24.03.1994,24.03.1994,,,,,,,,,674.02,676.39,"[{""amount"": 82.33, ""description"": ""cultivate cross-media web services"", ""quantity"": 2.81, ""reference"": ""Vi-471"", ""unit_price"": 44.73}, {""amount"": 173.87, ""description"": ""unleash enterprise content"", ""quantity"": 2.55, ""reference"": ""Vz-509"", ""unit_price"": 41.4}]","[{""amount"": 82.33, ""description"": ""cultivate cross-media web  services"", ""quantity"": 2.8, ""reference"": ""Vi-471"", ""unit_price"": 46.23}, {""amount"": 173.87, ""description"": ""u nleash enterprise content"", ""quantity"": 3.0, ""reference"": ""Vz-509"", ""unit_price"": 41.4}]"
test,6292,60291.png,high,buyer_seller_swap|case_variation|extra_space|extra_space|digit_transposition|ocr_char_confusion|missing_character|digit_transposition|decimal_rounding|missing_value,buyer.address|seller.address|products.2.description|products.0.description|products.1.unit_price|products.1.description|invoice.number|products.0.quantity|products.0.unit_price|products.2.unit_price,3,,,,,"2673 Guerra Burg Apt. 670 East Courtney, LA 79431","9615 Lisa Mission Suite 104 Lake Aliciaville, ME 08946",,,,,,,"9615 Lisa Mission Suite 104 Lake Aliciaville, ME 08946","2673 guerra burg apt. 670 east courtney, la 79431",2221-7167,221-7167,17.10.1999,17.10.1999,,,,,,,,,224.55,224.55,"[{""amount"": 109.35, ""description"": ""evolve 24/7 web services"", ""quantity"": 3.97, ""reference"": ""sW-756"", ""unit_price"": 23.74}, {""amount"": 90.64, ""description"": ""maximize plug-and-play content"", ""quantity"": 7.07, ""reference"": ""EN-019"", ""unit_price"": 37.77}, {""amount"": 359.99, ""description"": ""strategize efficient partnerships"", ""quantity"": 5.77, ""reference"": ""Rt-089"", ""unit_price"": 67.84}]","[{""amount"": 109.35, ""description"": ""ev olve 24/7 web services"", ""quantity"": 3.79, ""reference"": ""sW-756"", ""unit_price"": 24.0}, {""amount"": 90.64, ""description"": ""maximize plug-and-play c0ntent"", ""quantity"": 7.07, ""reference"": ""EN-019"", ""unit_price"": 73.77}, {""amount"": 359.99, ""description"": ""strategiz e efficient partnerships"", ""quantity"": 5.77, ""reference"": ""Rt-089"", ""unit_price"": null}]"
test,6295,60294.png,low,small_amount_delta|ocr_char_confusion|small_amount_delta,products.0.unit_price|products.0.description|payment.total,6,,,,,"407 Waters Mall Suite 013 West Nicholasview, AS 29063","407 Waters Mall Suite 013 West Nicholasview, AS 29063",,,,,,,"4724 Harvey Circle Apt. 951 Lake Rachelborough, PA 74630","4724 Harvey Circle Apt. 951 Lake Rachelborough, PA 74630",3336-0697,3336-0697,26.08.2003,26.08.2003,,,,,,,,,984.98,984.5,"[{""amount"": 412.64, ""description"": ""morph bleeding-edge applications"", ""quantity"": 1.71, ""reference"": ""Tm-566"", ""unit_price"": 18.27}, {""amount"": 48.69, ""description"": ""re-intermediate open-source e-commerce"", ""quantity"": 7.22, ""reference"": ""Pb-100"", ""unit_price"": 96.93}, {""amount"": 264.02, ""description"": ""re-contextualize bleeding-edge e-business"", ""quantity"": 1.02, ""reference"": ""li-407"", ""unit_price"": 58.8}, {""amount"": 233.47, ""description"": ""iterate leading-edge applications"", ""quantity"": 8.04, ""reference"": ""Yf-403"", ""unit_price"": 45.06}, {""amount"": 63.69, ""description"": ""repurpose magnetic e-business"", ""quantity"": 8.62, ""reference"": ""rC-211"", ""unit_price"": 68.21}, {""amount"": 385.51, ""description"": ""orchestrate interactive action-items"", ""quantity"": 6.21, ""reference"": ""nB-044"", ""unit_price"": 39.21}]","[{""amount"": 412.64, ""description"": ""morph bleeding-edge app1ications"", ""quantity"": 1.71, ""reference"": ""Tm-566"", ""unit_price"": 16.34}, {""amount"": 48.69, ""description"": ""re-intermediate open-source e-commerce"", ""quantity"": 7.22, ""reference"": ""Pb-100"", ""unit_price"": 96.93}, {""amount"": 264.02, ""description"": ""re-contextualize bleeding-edge e-business"", ""quantity"": 1.02, ""reference"": ""li-407"", ""unit_price"": 58.8}, {""amount"": 233.47, ""description"": ""iterate leading-edge applications"", ""quantity"": 8.04, ""reference"": ""Yf-403"", ""unit_price"": 45.06}, {""amount"": 63.69, ""description"": ""repurpose magnetic e-business"", ""quantity"": 8.62, ""reference"": ""rC-211"", ""unit_price"": 68.21}, {""amount"": 385.51, ""description"": ""orchestrate interactive action-items"", ""quantity"": 6.21, ""reference"": ""nB-044"", ""unit_price"": 39.21}]"
test,6296,60295.png,low,decimal_rounding,payment.total,3,,,,,"35970 Nancy Keys Suite 328 Teresaborough, WI 87885","35970 Nancy Keys Suite 328 Teresaborough, WI 87885",,,,,,,"44079 Sanchez Village Suite 503 Amyport, MT 05494","44079 Sanchez Village Suite 503 Amyport, MT 05494",2063-2284,2063-2284,19.09.2018,19.09.2018,,,,,,,,,689.51,689.5,"[{""amount"": 305.19, ""description"": ""engineer integrated portals"", ""quantity"": 5.73, ""reference"": ""pv-765"", ""unit_price"": 11.29}, {""amount"": 79.72, ""description"": ""seize holistic convergence"", ""quantity"": 4.8, ""reference"": ""Hs-063"", ""unit_price"": 37.52}, {""amount"": 52.14, ""description"": ""repurpose sticky methodologies"", ""quantity"": 4.01, ""reference"": ""YH-211"", ""unit_price"": 77.79}]","[{""amount"": 305.19, ""description"": ""engineer integrated portals"", ""quantity"": 5.73, ""reference"": ""pv-765"", ""unit_price"": 11.29}, {""amount"": 79.72, ""description"": ""seize holistic convergence"", ""quantity"": 4.8, ""reference"": ""Hs-063"", ""unit_price"": 37.52}, {""amount"": 52.14, ""description"": ""repurpose sticky methodologies"", ""quantity"": 4.01, ""reference"": ""YH-211"", ""unit_price"": 77.79}]"
validation,6299,60298.png,low,ocr_char_confusion,buyer.address,1,,,,,"1539 Miller Crescent Apt. 327 Lake Pennyport, AZ 57686","1539 Miller Crescent Apt. 327 Lake Pennyport, AZ 57686",,,,,,,"442 Herbert Islands Suite 623 Jenniferbury, CA 98767","442 Herbert Islands Suite 6Z3 Jenniferbury, CA 98767",7886-3416,7886-3416,06.12.2021,06.12.2021,,,,,,,,,203.34,203.34,"[{""amount"": 51.19, ""description"": ""visualize transparent portals"", ""quantity"": 9.9, ""reference"": ""lK-843"", ""unit_price"": 60.11}]","[{""amount"": 51.19, ""description"": ""visualize transparent portals"", ""quantity"": 9.9, ""reference"": ""lK-843"", ""unit_price"": 60.11}]"
validation,6300,60299.png,low,missing_character|transposed_characters,buyer.address|invoice.number,6,,,,,"1519 Tina Rest Juliatown, MH 65157","1519 Tina Rest Juliatown, MH 65157",,,,,,,"49297 Lee Parkways Frankport, TX 57933","49297 Lee Parways Frankport, TX 57933",5533-7882,5353-7882,05.09.2012,05.09.2012,,,,,,,,,775.56,775.56,"[{""amount"": 224.48, ""description"": ""exploit B2C users"", ""quantity"": 7.19, ""reference"": ""nM-907"", ""unit_price"": 44.47}, {""amount"": 299.8, ""description"": ""visualize sticky convergence"", ""quantity"": 7.82, ""reference"": ""eP-848"", ""unit_price"": 36.56}, {""amount"": 250.03, ""description"": ""leverage best-of-breed e-services"", ""quantity"": 1.2, ""reference"": ""YB-630"", ""unit_price"": 36.45}, {""amount"": 158.08, ""description"": ""re-intermediate global functionalities"", ""quantity"": 7.57, ""reference"": ""ZO-758"", ""unit_price"": 83.37}, {""amount"": 78.48, ""description"": ""evolve world-class deliverables"", ""quantity"": 4.46, ""reference"": ""YA-589"", ""unit_price"": 21.29}, {""amount"": 422.37, ""description"": ""repurpose wireless portals"", ""quantity"": 9.93, ""reference"": ""Ew-751"", ""unit_price"": 50.4}]","[{""amount"": 224.48, ""description"": ""exploit B2C users"", ""quantity"": 7.19, ""reference"": ""nM-907"", ""unit_price"": 44.47}, {""amount"": 299.8, ""description"": ""visualize sticky convergence"", ""quantity"": 7.82, ""reference"": ""eP-848"", ""unit_price"": 36.56}, {""amount"": 250.03, ""description"": ""leverage best-of-breed e-services"", ""quantity"": 1.2, ""reference"": ""YB-630"", ""unit_price"": 36.45}, {""amount"": 158.08, ""description"": ""re-intermediate global functionalities"", ""quantity"": 7.57, ""reference"": ""ZO-758"", ""unit_price"": 83.37}, {""amount"": 78.48, ""description"": ""evolve world-class deliverables"", ""quantity"": 4.46, ""reference"": ""YA-589"", ""unit_price"": 21.29}, {""amount"": 422.37, ""description"": ""repurpose wireless portals"", ""quantity"": 9.93, ""reference"": ""Ew-751"", ""unit_price"": 50.4}]"
validation,6301,60300.png,low,extra_space,invoice.number,7,,,,,"2123 Garrison Fields Hallmouth, ND 24180","2123 Garrison Fields Hallmouth, ND 24180",,,,,,,"71139 Lori Courts Michaelahaven, IA 99773","71139 Lori Courts Michaelahaven, IA 99773",2235-4933,223 5-4933,07.08.1991,07.08.1991,,,,,,,,,965.35,965.35,"[{""amount"": 299.19, ""description"": ""mesh B2C infrastructures"", ""quantity"": 4.38, ""reference"": ""CR-227"", ""unit_price"": 63.06}, {""amount"": 396.21, ""description"": ""seize transparent action-items"", ""quantity"": 1.6, ""reference"": ""at-117"", ""unit_price"": 89.81}, {""amount"": 192.69, ""description"": ""synergize end-to-end e-business"", ""quantity"": 5.89, ""reference"": ""CH-902"", ""unit_price"": 35.08}, {""amount"": 97.76, ""description"": ""leverage integrated technologies"", ""quantity"": 4.16, ""reference"": ""SE-665"", ""unit_price"": 77.46}, {""amount"": 243.7, ""description"": ""scale out-of-the-box web services"", ""quantity"": 9.4, ""reference"": ""Zu-533"", ""unit_price"": 50.87}, {""amount"": 453.38, ""description"": ""leverage turn-key bandwidth"", ""quantity"": 8.08, ""reference"": ""Ya-383"", ""unit_price"": 22.22}, {""amount"": 483.6, ""description"": ""integrate extensible bandwidth"", ""quantity"": 8.0, ""reference"": ""CF-960"", ""unit_price"": 85.98}]","[{""amount"": 299.19, ""description"": ""mesh B2C infrastructures"", ""quantity"": 4.38, ""reference"": ""CR-227"", ""unit_price"": 63.06}, {""amount"": 396.21, ""description"": ""seize transparent action-items"", ""quantity"": 1.6, ""reference"": ""at-117"", ""unit_price"": 89.81}, {""amount"": 192.69, ""description"": ""synergize end-to-end e-business"", ""quantity"": 5.89, ""reference"": ""CH-902"", ""unit_price"": 35.08}, {""amount"": 97.76, ""description"": ""leverage integrated technologies"", ""quantity"": 4.16, ""reference"": ""SE-665"", ""unit_price"": 77.46}, {""amount"": 243.7, ""description"": ""scale out-of-the-box web services"", ""quantity"": 9.4, ""reference"": ""Zu-533"", ""unit_price"": 50.87}, {""amount"": 453.38, ""description"": ""leverage turn-key bandwidth"", ""quantity"": 8.08, ""reference"": ""Ya-383"", ""unit_price"": 22.22}, {""amount"": 483.6, ""description"": ""integrate extensible bandwidth"", ""quantity"": 8.0, ""reference"": ""CF-960"", ""unit_price"": 85.98}]"
